address	parent-address	primary-address	street	name	name-cy	point	end-date
2X5EQ8T3			6101071	PENRYN COMMUNITY SCHOOL		[50.1679625,-5.1153844]	
2X5EQ95P			6101516	FALMOUTH PRIMARY SCHOOL		[50.1569937,-5.0797625]	
2X5EQ990			6101506	FALMOUTH PRIMARY SCHOOL INFANT SITE		[50.1567847,-5.0784888]	
2X5EQ9NR			6100893	25		[50.1496121,-5.0711258]	
2X5EQ9SD			6101481	MARLBOROUGH JUNIOR & INFANT SCHOOL		[50.1471092,-5.0793512]	
2X5EQFJJ			29900975	PENWITH COLLEGE		[50.1260346,-5.5438292]	
2X5EQFTC			29900317	HEAMOOR COMMUNITY PRIMARY SCHOOL		[50.1242526,-5.5582513]	
2X5EQFV5			29901120	GUVAL COUNTY PRIMARY SCHOOL		[50.132157,-5.5274443]	
2X5EQG34			29900487	ALVERTON COUNTY PRIMARY SCHOOL		[50.1139052,-5.5480115]	
2X5EQGM3			29900569	MOUSEHOLE SCHOOL		[50.0855006,-5.5395359]	
2X5EQGVB			29900170	PENDEEN SCHOOL		[50.1509314,-5.665947]	
2X5EQHBY			6100883	GERRANS PRIMARY SCHOOL		[50.1765049,-4.9816168]	
2X5EQHTP			29900036	ST IVES JUNIOR SCHOOL		[50.2081872,-5.4878972]	
2X5EQJ3G			29900036	ST IVES INFANT SCHOOL		[50.2082979,-5.4869099]	
2X5EQK1J			29900605	14		[50.1785825,-5.4252735]	
2X5EQK4M			29900957	HAYLE COMMUNITY SCHOOL		[50.1847876,-5.4106974]	
2X5EQKZY			6100959	BLACKWATER COMMUNITY PRIMARY SCHOOL		[50.2710131,-5.1810608]	
2X5EQM91			6100122	SHORTLANESEND COMMUNITY PRIMARY SCHOOL		[50.2881216,-5.0789725]	
2X5EQM9B			6101132	GOONHAVERN PRIMARY SCHOOL		[50.342791,-5.1106505]	
2X5EQNVF			31400275	SUMMERCOURT CP SCHOOL		[50.3694961,-4.9658978]	
2X5EQXEZ			14200855	WEST OF ENGLAND COLLEGE		[50.7025863,-3.4951248]	
2X5EQY5G			18601503	MULLION SCHOOL		[50.0252502,-5.2375273]	
2X5EQZ9R			27400251	WADEBRIDGE COMPREHENSIVE SCHOOL		[50.5219058,-4.8293942]	
2X5ER0TB			29900068	ST IVES SCHOOL		[50.2017188,-5.480232]	
2X5ER21F			30203301	UNIVERSITY OF ST MARK AND ST JOHN		[50.4210233,-4.1102861]	
2X5ER4HT			31401195	MARTINS COURT		[50.2736346,-4.7887448]	
2X5ER7KG			39605180	25-27 NORTH TOWN COMMUNITY PRIMARY SCHOOL		[51.018892,-3.1081632]	
2X5ERBGF			43202421	ST MARYS CE PRIMARY SCHOOL		[50.8116919,-2.7481438]	
2X5QE5VY			9601914	MALSIS SCHOOL		[53.8971166,-2.0181213]	
2X5QFTZG			16604529	COPPICE VALLEY COUNTY PRIMARY SCHOOL		[54.0032187,-1.5441389]	
2X5QFWVC			16681733	NIDDERDALE HIGH SCHOOL AND COMMUNITY COLLEGE		[54.0893188,-1.7717514]	
2X5QGBS4			16604801	WOODFIELD COMMUNITY PRIMARY SCHOOL AND NURSERY		[54.004277,-1.5272838]	
2X5QGN92			16603155	16 RIPON GRAMMAR SCHOOL		[54.1395856,-1.5391546]	
2X5QKA72			34206019	BRAYTON JUNIOR SCHOOL		[53.7678142,-1.0876701]	
2X5QKADM			34203176	29 SCHOOL NURSERIES		[53.8288728,-1.1290234]	2014-10-01
2X5QKDP2			34205365	HAMBLETON C OF E SCHOOL		[53.7682624,-1.1614698]	
2X5QKQQV			34203262	NEW HOUSE		[53.8263145,-1.2183009]	
2X5QMBAF			45800484	THE MOUNT SCHOOL		[53.9523537,-1.0977012]	
2X5QQAFG			1800993	194		[53.5902115,-1.5055643]	
2X5QRTVM			11201693	DANUM ACADEMY UPPER		[53.5339459,-1.0833329]	
2X5QXQH3			32601514	RAWMARSH COMMUNITY SCHOOL		[53.4659153,-1.3484392]	
2X5QZABF			34401093	PYE BANK CHURCH OF ENGLAND PRIMARY SCHOOL		[53.3926239,-1.4634025]	
2X5QZJT7			34409032	TINSLEY JUNIOR SCHOOL		[53.4102958,-1.3956804]	
2X5QZMHB			34407349	CARTER LODGE SECONDARY SCHOOL		[53.3446615,-1.367994]	2013-07-29
2X5R00VB			34409046	SPRINGFIELD PRIMARY SCHOOL		[53.3782015,-1.4806904]	
2X5R06EQ			34409359	ROYD NURSERY AND INFANTS SCHOOL		[53.474163,-1.5790186]	
2X5R07GD			34404453	CARTERKNOWLE JUNIOR SCHOOL		[53.3526386,-1.4913668]	
2X5R10CC			34403901	EAST HILL SECONDARY SCHOOL		[53.3696128,-1.4593929]	
2X5R22PB			34409138	NORTHERN GENERAL HOSPITAL		[53.4097679,-1.4560413]	
2X5R2CAS			34405715	LIMPSFIELD JUNIOR SCHOOL		[53.4129527,-1.4277024]	
2X5R2SGF			34409447	LOWEDGES PRIMARY SCHOOL		[53.3219098,-1.4838205]	
2X5R30QQ			34406382	MARLCLIFFE PRIMARY SCHOOL		[53.4133327,-1.5114369]	
2X5R3P0F			34405361	HIGH GREEN COMPREHENSIVE SCHOOL		[53.4753173,-1.4833183]	2009-01-06
2X5R3Z6M			34406460	LONGLEY PRIMARY SCHOOL		[53.4142578,-1.4711195]	
2X5R4415			34404819	ECCLESALL CHURCH OF ENGLAND JUNIOR SCHOOL		[53.3571477,-1.5165848]	
2X5R5P9Y			34403658	SHOOTERS GROVE PRIMARY SCHOOL		[53.3967774,-1.525236]	
2X5R62YG			7779690	GILSTEAD MIDDLE SCHOOL		[53.8528335,-1.8185194]	2009-02-09
2X5R6RN0			7719450	29		[53.7546194,-1.7696833]	
2X5R6YT8			7777600	BRADFORD ROYAL INFRIMARY		[53.8059949,-1.7946998]	2014-04-25
2X5R71H1			7726620	HOLMEFIELD FIRST SCHOOL		[53.7811908,-1.7051173]	2009-02-09
2X5R7EA6			7735680	DARULULOOM DAWATUL IMANN HOUSE		[53.7751894,-1.725173]	
2X5R7NCG			7740522	FORMER WYKE MIDDLE SCHOOL		[53.7419257,-1.7682515]	2009-06-01
2X5R7T2Y			7743440	HOLME MIDDLE SCHOOL		[53.7752313,-1.7161596]	2009-02-09
2X5R8KSA			7762880	FORMER BUTTERSHAW UPPER SCHOOL		[53.7651618,-1.7941247]	2009-06-01
2X5R93XG			7775550	BELLE VUE GIRLS SCHOOL		[53.819912,-1.8134513]	
2X5R9GW0			7785680	WORTHING HEAD PRIMARY SCHOOL		[53.7402479,-1.7605589]	
2X5R9H3A			7785890	ST WILLIAMS CATHOLIC PRIMARY SCHOOL		[53.7967529,-1.7880801]	
2X5RAHBZ			7770880	THE HOLY FAMILY CATHOLIC SCHOOL		[53.8756271,-1.9175746]	
2X5RCZP6			5303538	RISHWORTH SCHOOL		[53.6634295,-1.9500524]	
2X5RYK93			7770860	15-17 AL MU MIN PRIMARY SCHOL		[53.8007863,-1.7583019]	
2X5RYKNN			7725770	BRADFORD SECONDARY PRU		[53.8410796,-1.7249558]	2009-06-01
2X5RYMD8			7711510	IDLE C OF E FIRST SCHOOL		[53.8406063,-1.734305]	2009-02-09
2X5RYMDB			7776800	THACKLEY PRIMARY SCHOOL		[53.8422288,-1.7323646]	
2X5RYP52			7780860	RUSSELL HALL FIRST SCHOOL		[53.7665564,-1.849702]	2009-06-01
2X5RYPGQ			7775990	ROYD MOUNT MIDDLE SCHOOL		[53.7903024,-1.8570855]	2009-02-09
2X5RYPWZ			7776050	JAAMIATUL IMAAM MUHAMMAD ZAKAR		[53.7764714,-1.8123237]	
2X5RYPXZ			7712110	CLAYTON C OF E FIRST SCHOOL		[53.7839834,-1.816904]	2009-06-01
2X5RYQA7			7730320	ALLERTON PRIMARY SCHOOL		[53.8044482,-1.8224483]	
2X5RYQA9			7765550	ST MATTHEWS CATHOLIC PRIMARY SCHOOL		[53.7998084,-1.8210863]	
2X5RYQP9			7720250	51		[53.830187,-1.8205156]	
2X5RYQRD			7703030	MYRTLE PARK FIRST SCHOOL		[53.8443308,-1.8372653]	2009-06-01
2X5RYQRE			7746540	HARDEN FIRST SCHOOL		[53.8406064,-1.8718229]	2009-03-27
2X5RYR3C			7752399	CROSSFLATTS PRIMARY SCHOOL		[53.865376,-1.847905]	
2X5RYR9Z			7775072	LADY LANE PARK SCHOOL		[53.8605986,-1.8305281]	
2X5RYRDJ	2X5RYR9Z	2X5RYR9Z	7775072	THE LODGE		[53.8604829,-1.8313648]	
2X5RYRM4			7721800	WISHING WELL PRIVATE DAY NURSERY		[53.8496838,-1.8280485]	
2X5RYRV1			7738010	FORMER SALT GRAMMAR SCHOOL		[53.8431773,-1.7941831]	2009-06-01
2X5RYRV2			7781000	SANDALS PRIMARY AND NURSERY SCHOOL		[53.8478297,-1.7771976]	
2X5RYT15			7762750	HEATON ROYDS SPECIAL SCHOOL		[53.8227061,-1.7858076]	
2X5RYTDY			7715770	HIRST WOOD NURSERY SCHOOL		[53.8368788,-1.795384]	
2X5RYW42			7746260	BRADFORD CHRISTIAN SCHOOL		[53.8198359,-1.7603802]	
2X5RYW43			7774000	HANSON SCHOOL		[53.8179919,-1.7422552]	
2X5RYWME			7726860	ST LUKES ECCLESHILL C OF E FIRST SCHOOL		[53.8158374,-1.7192887]	2009-06-01
2X5RYWYG			7740310	HOTHFIELD STREET JUNIOR SCHOOL		[53.9134708,-1.9415842]	
2X5RYXCG			7773080	EAST MORTON C E PRIMARY SCHOOL		[53.8736268,-1.8551754]	
2X5RYXH8			7732700	UNIVERSITY ACADEMY KEIGHLEY		[53.8797875,-1.9161822]	
2X5RYXZC			9604619	SOUTH CRAVEN SCHOOL		[53.8997149,-1.9888724]	
2X5RYY4Y			9602023	SUTTON IN CRAVEN C OF E PRIMARY SCHOOL		[53.8932978,-1.9912173]	
2X5RYYCZ			7732590	EASTBURN PRIMARY SCHOOL		[53.8982564,-1.9728482]	
2X5RYYN7			9601786	KILDWICK C OF E PRIMARY SCHOOL		[53.9092054,-1.9827202]	
2X5RYYZ8			7778640	HOLYCROFT PRIMARY SCHOOL		[53.8619198,-1.9165219]	
2X5RYYZA			7761960	ST JOSEPHS CATHOLIC PRIMARY SCHOOL		[53.8575239,-1.9153295]	
2X5RZ09Y			7700690	STRONG CLOSE NURSERY AND CHILDRENS CENTRE		[53.8703634,-1.8879748]	
2X5RZ0WQ			7756970	OLDFIELD PRIMARY SCHOOL		[53.8367195,-1.9939029]	
2X5RZ182			7756640	OAKBANK SCHOOL		[53.8545204,-1.9268286]	
2X5RZ1MG			7762520	HAWORTH PRIMARY SCHOOL		[53.8320372,-1.9538673]	
2X5RZ20C			7721420	OXENHOPE C OF E FIRST SCHOOL		[53.8117337,-1.9540258]	2009-06-01
2X5RZ20F			7736170	LEES FIRST SCHOOL		[53.8355435,-1.9365104]	2009-06-01
2X5RZ21S	2X5S7YWW	2X5S7YWW	9601227	DAY NURSERY		[53.9576446,-2.0379452]	
2X5RZ25N			9601280	ERMYSTEDS GRAMMAR SCHOOL		[53.9633197,-2.0225715]	
2X5RZ25W			9601280	AIREVILLE SCHOOL		[53.9627589,-2.0369136]	2016-01-21
2X5RZ2D7			9601331	OTLEY STREET NURSERY SCHOOL		[53.9618652,-2.0121304]	
2X5RZ2DA			9601273	WATER STREET CP SCHOOL		[53.9629519,-2.0190657]	
2X5RZ2TZ			9601257	CHRISTCHURCH C OF E PRIMARY SCHOOL		[53.9576668,-2.0204195]	
2X5RZ2V0			9601229	BROOKLANDS SCHOOL		[53.954341,-2.0226884]	
2X5RZ31E			9601463	GARGRAVE C OF E PRIMARY SCHOOL		[53.9840508,-2.1100992]	
2X5RZ349			9600462	LONG PRESTON ENDOWED PRIMARY SCHOOL		[54.0201189,-2.2520436]	
2X5RZ3BT			9601522	UPPER WHARFEDALE SCHOOL		[54.0714241,-2.0118882]	
2X5RZ3BV			9602346	GRASSINGTON C OF E PRIMARY SCHOOL		[54.0709125,-1.9986547]	
2X5RZ3G7			9602281	EMBSAY C OF E PRIMARY SCHOOL		[53.9805509,-1.9897672]	
2X5RZ407			7777290	CARLTON BOLLING COLLEGE		[53.8020935,-1.7386779]	
2X5RZ46B			7779540	FORMER WAPPING FIRST SCHOOL		[53.8010948,-1.7465943]	
2X5RZ4C0			7742657	KILLINGHALL PRIMARY SCHOOL		[53.8019426,-1.723435]	
2X5RZ4MN			7775700	LAISTERDYKE MIDDLE SCHOOL		[53.7963854,-1.7145905]	2009-02-09
2X5RZ54A			7735410	FEVERSHAM STREET FIRST SCHOOL		[53.7944346,-1.7300269]	2009-06-01
2X5RZ54B			7745010	ST PETERS CATHOLIC FIRST SCHOOL		[53.792597,-1.7282019]	2009-06-01
2X5RZ5AN			7781910	19 WESTGATE HILL HOTEL		[53.7623479,-1.6962235]	2012-04-10
2X5RZ5VF			7754510	GREGORY MIDDLE SCHOOL		[53.7672507,-1.7362236]	2009-02-09
2X5RZ5VH			7728280	BROOMWOOD MIDDLE SCHOOL		[53.7662082,-1.7203166]	2009-02-09
2X5RZ5ZT			7774490	16		[53.7770677,-1.7290605]	
2X5RZ7J3			7763500	DIXONS CITY TECHNOLOGY COLLEGE		[53.7805971,-1.7571882]	2009-06-01
2X5RZ7QD	9C3HZSE	9C3HZSE	7732530	BURNETT FIELDS CHILDREN AND FAMILY CENTRE		[53.7785004,-1.7650001]	
2X5RZ82D			7750040	ST MATTHEWS C OF E FIRST SCHOOL		[53.7701089,-1.7531523]	2009-06-01
2X5RZ8CJ			7736330	SOUTHFIELD SPECIAL SCHOOL		[53.7736391,-1.7798511]	
2X5RZ8CM			7711270	BANKFOOT PRIMARY SCHOOL		[53.7727352,-1.7629839]	
2X5RZ8P5			7753850	NETHERLANDS AVENUE SCHOOL AND COMMUNITY NURSERY		[53.7580357,-1.765433]	2012-04-10
2X5RZ93V			7708930	301A ST JOHN THE EVANGELIST RC SCHOOL		[53.7705434,-1.8035504]	
2X5RZ93X			7740055	HOME FARM PRIMARY SCHOOL		[53.7652138,-1.8092943]	
2X5RZ98M			7768410	UNIVERSITY OF BRADFORD		[53.7912567,-1.7662344]	
2X5RZ9HE			7718000	21		[53.7897737,-1.7616283]	
2X5RZ9VQ			7772950	FARNHAM PRIMARY SCHOOL		[53.7869575,-1.7789164]	
2X5RZAE8			7739570	HOLLINGWOOD PRIMARY SCHOOL		[53.7779389,-1.8026055]	
2X5RZAE9			7724160	BRACKENHILL FIRST SCHOOL		[53.7790875,-1.79087]	
2X5RZATC			7748620	MANNINGHAM MIDDLE SCHOOL		[53.8034023,-1.7630698]	2009-02-09
2X5RZB8C			7747750	FORMER BELLE VUE INFANT CENTRE		[53.8031074,-1.7639217]	2010-07-30
2X5RZB8H			7769050	WESTBOURNE PRIMARY SCHOOL		[53.8073153,-1.7741329]	
2X5RZC6V			7782760	WHETLEY PRIMARY SCHOOL		[53.8015528,-1.7832583]	
2X5RZCE6			7738290	ST BEDES AND ST JOSEPHS CATHOLIC COLLEGE		[53.8152399,-1.7874102]	
2X5RZCQS			7764320	HEATON ST BARNABAS CE PRIMARY SCHOOL		[53.8174854,-1.7865786]	
2X5RZCRF			7759050	ROSSEFIELD SCHOOL		[53.8173456,-1.7837543]	
2X5RZD68			7745630	LILYCROFT NURSERY SCHOOL		[53.8068221,-1.7795869]	
2X5RZD8R			7775550	BELLE VUE BOYS SCHOOL		[53.8186432,-1.8125001]	
2X5RZD8S			7771620	BRADFORD GIRLS GRAMMAR SCHOOL		[53.8037685,-1.796229]	
2X5RZDEG			7722180	TEMPLE BANK SPECIAL SCHOOL		[53.8070673,-1.80171]	
2X5RZDEK			7736150	HEATON PRIMARY SCHOOL		[53.8164342,-1.8081359]	
2X5RZDTA			31900045	RICHMOND CHURCH OF ENGLAND INFANTS SCHOOL		[54.4075499,-1.7297965]	2009-06-10
2X5RZDYV			31900736	MELSONBY METHODIST PRIMARY SCHOOL		[54.4713813,-1.6978709]	
2X5RZE30			31900032	RICHMOND METHODIST PRIMARY SCHOOL		[54.4086627,-1.721177]	
2X5RZE52			31900032	ST FRANCIS XAVIER ROMAN CATHOLIC SCHOOL		[54.409179,-1.719032]	
2X5RZE53			31901254	C OF E PRIMARY SCHOOL		[54.3936907,-1.6646499]	2009-06-10
2X5RZE54			31901171	MICHAEL SYDDALL C OF E		[54.3793584,-1.631374]	2009-06-10
2X5RZE6M			31900536	REETH COUNTY PRIMARY SCHOOL		[54.3892734,-1.9489699]	
2X5RZE8Z			31901335	CROFT C E SCHOOL		[54.4825354,-1.5603304]	2009-06-10
2X5RZEAG			16200118	NORTHALLERTON COLLEGE		[54.3359788,-1.4302623]	
2X5RZEE1			16200075	ALLERTONSHIRE SCHOOL		[54.3463703,-1.4345799]	
2X5RZEE3			16200155	BULLAMOOR JUNIOR SCHOOL		[54.3430391,-1.4219509]	
2X5RZEE7			16200156	ALVERTON INFANT AND NURSERY SCHOOL		[54.3447518,-1.4211424]	
2X5RZEHX			16201767	APPLETON WISKE COMMUNITY PRIMARY SCHOOL		[54.434492,-1.3979112]	
2X5RZEJP			16202171	3 SCHOOL HOUSE		[54.3678751,-1.300303]	
2X5RZEPC			16201889	WHORLTON PAROCHIAL SCHOOL		[54.4095265,-1.2646517]	2009-04-30
2X5RZERH			16200229	APPLEGARTH PRIMARY SCHOOL		[54.3385871,-1.4383624]	
2X5RZF75			16200076	BROOMFIELD PRIMARY SCHOOL		[54.3299294,-1.4357893]	2009-04-30
2X5RZFBY			16200868	2 AISKEW LEEMING BAR CHURCH OF ENGLAND SCHOOL		[54.3035261,-1.5592725]	
2X5RZFM9			16200871	MOWBRAY SCHOOL		[54.2834592,-1.5984541]	
2X5RZFVR			31902360	BIRCH MEMORIAL C OF E PRIM SCH		[54.2857591,-1.8118503]	2009-06-10
2X5RZG86			31900271	LE CATEAU COUNTY PRIMARY SCHOOL		[54.3710688,-1.7092716]	
2X5RZG87			31901128	COLBURN CP SCHOOL		[54.3797598,-1.6913206]	2009-06-10
2X5RZJ5D			11202206	ROSSINGTON TORNEDALE INFANT SCHOOL		[53.4765293,-1.0675115]	
2X5RZKD7			11203345	MORLEY PLACE JUNIOR SCHOOL		[53.4817448,-1.239231]	
2X5RZKD9			11203359	DE WARENNE ACADEMY		[53.4848264,-1.2377016]	
2X5RZKYR			34205198	KELLINGTON CP SCHOOL		[53.7182622,-1.1629338]	
2X5RZM7C			45901128	KINGSWAY CHILDRENS CENTRE		[53.7077026,-0.8610387]	
2X5RZMDF			45901325	MARSHLANDS PRIMARY SCHOOL		[53.6908634,-0.868263]	
2X5RZMW2			45903398	PARKSIDE PRIMARY SCHOOL		[53.7144302,-0.8853886]	
2X5RZMW8			45901611	ST JOSEPHS R C PRIMARY SCHOOL		[53.7083988,-0.8719281]	
2X5RZN9X			45900893	HOWDEN SCHOOL		[53.7486232,-0.8605545]	
2X5RZNGB			45901821	SWINEFLEET PRIMARY SCHOOL		[53.6892479,-0.8375349]	
2X5RZNGC			45904174	AIRMYN PARK PRIMARY SCHOOL		[53.7200365,-0.8996978]	
2X5RZNJ5			45904671	THE SNAITH SCHOOL		[53.6899964,-1.03644]	
2X5RZNVY			45902780	COWICK CEVC PRIMARY SCHOOL		[53.6866203,-0.9995702]	
2X5RZNVZ			34205914	CARLTON-IN-SNAITH CP SCHOOL		[53.7126504,-1.0179831]	
2X5RZPM7			46101807	THE ST LAWRENCE ACADEMY		[53.5908215,-0.6651599]	
2X5RZQ8F			46100952	BERKELEY JUNIOR SCHOOL		[53.5924629,-0.676984]	
2X5RZQDD			46100067	SAINT AUGUSTINE WEBSTER CATHOLIC PRIMARY SCHOOL		[53.5942862,-0.6752197]	
2X5RZQG3			46101055	WINTERTON COMMUNITY ACADEMY		[53.6590872,-0.5978878]	
2X5RZQSD			46102000	96		[53.5860233,-0.6453396]	
2X5RZQZX			46100250	OUTWOOD ACADEMY BRUMBY		[53.5782628,-0.6458744]	
2X5RZQZY			46100210	BUSHFIELD ROAD INFANT SCHOOL		[53.5792764,-0.6512495]	
2X5RZRBG			46101981	BRUMBY JUNIOR SCHOOL		[53.57772,-0.6471605]	
2X5RZRDM			46102114	FREDERICK GOUGH SCHOOL		[53.559953,-0.6412046]	
2X5RZREN			46100381	THE GRANGE PRIMARY		[53.5634411,-0.6357026]	
2X5RZRKB			46101887	NORTH LINDSEY COLLEGE		[53.5785846,-0.6667254]	
2X5RZRRZ			46102087	JOHN LEGGOTT COLLEGE		[53.5745182,-0.6670321]	
2X5RZRS4			46101210	PRIORY LANE COMMUNITY SCHOOL		[53.5698193,-0.6640236]	
2X5RZRX0			46102097	WILLOUGHBY ROAD PRIMARY		[53.5598851,-0.6630983]	
2X5RZS02			46101141	LEYS FARM JUNIOR SCHOOL		[53.5569785,-0.6636276]	
2X5RZSST			46101757	BOWMANDALE PRIMARY SCHOOL		[53.6780354,-0.4457207]	
2X5RZTW8			11202761	PARK PRIMARY SCHOOL		[53.5353023,-1.1105976]	
2X5RZVW8			11202928	INTAKE PRIMARY SCHOOL		[53.5276624,-1.1021146]	
2X5RZW9W			46100630	THE VALE ACADEMY		[53.5590595,-0.4909381]	
2X5RZWB3			46100123	DEMETER HOUSE		[53.5507879,-0.4886812]	
2X5RZWFJ			46105042	SIR JOHN NELTHORPE SCHOOL		[53.5544206,-0.4894727]	2013-06-21
2X5RZWPW			46100750	HIBALDSTOW ACADEMY		[53.5098321,-0.5216558]	
2X5RZWV9			11201475	KIRK SANDALL JUNIOR SCHOOL		[53.5594452,-1.0691354]	
2X5RZWXZ			11201450	BARNBY DUN PRIMARY SCHOOL		[53.5775904,-1.0696637]	2014-10-06
2X5RZX0H			11201474	KIRK SANDALL INFANT SCHOOL		[53.5603691,-1.0688887]	
2X5S03G2			11203960	HEXTHORPE MIDDLE SCHOOL		[53.5129918,-1.1552041]	2012-02-14
2X5S04H3			11204133	BALBY CARR COMMUNITY ACADEMY		[53.4986908,-1.1400363]	
2X5S05T6			11203773	SPROTBROUGH ORCHARD INFANT SCHOOL		[53.5110846,-1.1914025]	
2X5S05T9			11203841	BARNBURGH PRIMARY SCHOOL		[53.5211469,-1.2723461]	
2X5S064B			11200796	SCAWSBY ROSEDALE PRIMARY SCHOOL		[53.5410752,-1.1762544]	
2X5S06G5			11200663	KIRKBY AVENUE PRIMARY SCHOOL		[53.5357886,-1.1503296]	
2X5S06NN			11204443	ASKERN SPA JUNIOR SCHOOL		[53.6092474,-1.1588819]	
2X5S075N			11205284	OUTWOOD ACADEMY ADWICK		[53.5681425,-1.1911759]	
2X5S075X			11205284	ADWICK PARK JUNIOR SCHOOL		[53.5667992,-1.1889807]	
2X5S07EK			11200246	CARCROFT PRIMARY SCHOOL		[53.5849446,-1.1796619]	
2X5S086H			11201263	CHASE SCHOOL		[53.5750642,-1.0116068]	2012-02-14
2X5S09N6			46100129	EPWORTH PRIMARY ACADEMY		[53.5257261,-0.8303088]	
2X5S0MAS			5301950	ST ANDREWS CE JUNIOR SCHOOL		[53.705171,-1.7862214]	
2X5S0MAT			5301963	ST ANDREWS CE INFANT SCHOOL		[53.7090203,-1.7875958]	
2X5S0MAV			5302216	ST JOSEPHS CATHOLIC PRIMARY SCHOOL		[53.7147227,-1.7950825]	
2X5S0MAW			5302216	BRIGHOUSE HIGH SCHOOL		[53.7133902,-1.7937556]	
2X5S0MAX			5302244	ST CHADS CE PRIMARY SCHOOL		[53.7150012,-1.8004146]	
2X5S0MC1			5301821	WILLIAM HENRY SMITH SCHOOL		[53.6932465,-1.8036971]	
2X5S0MKG			5301819	HIGHBURY SCHOOL		[53.6874692,-1.7995143]	
2X5S0MKZ			5301849	RASTRICK HIGH SCHOOL		[53.6963992,-1.7916876]	
2X5S0MVY			5302426	ST JOHNS CE PRIMARY SCHOOL		[53.7013847,-1.7566585]	
2X5S0V1X			16605009	128		[53.9917053,-1.5659684]	
2X5S0V9Z			16605134	8A		[53.993224,-1.546429]	
2X5S0WV1			16604461	GROVE ROAD COMMUNITY PRIMARY SCHOOL		[54.0005086,-1.5335201]	
2X5S0X06			16605663	HARROGATE GRAMMAR SCHOOL		[53.9833951,-1.5474048]	
2X5S0YK8			16605305	OATLANDS COUNTY JUNIOR SCHOOL		[53.9775313,-1.5254364]	
2X5S0ZF0			16605000	KILLINGHALL CHURCH OF ENGLAND PRIMARY SCHOOL		[54.0197929,-1.5687596]	
2X5S0ZME			16605092	SALTERGATE COMMUNITY JUNIOR SCHOOL		[54.0059676,-1.5606938]	
2X5S0ZP8			16605037	HAMPSTHWAITE CHURCH OF ENGLAND PRIMARY SCHOOL		[54.0241413,-1.6048753]	
2X5S0ZPA			16606010	BIRSTWITH CHURCH OF ENGLAND PRIMARY SCHOOL		[54.0312069,-1.6336777]	
2X5S0ZWH			16603971	MARKINGTON CHURCH OF ENGLAND PRIMARY SCHOOL		[54.079447,-1.5622732]	
2X5S0ZYA			16603800	BISHOP MONKTON CHURCH OF ENGLAND PRIMARY SCHOOL		[54.0913508,-1.4988066]	
2X5S112J			16603310	HOLY TRINITY CHURCH OF ENGLAND INFANT SCHOOL		[54.1385416,-1.5271661]	
2X5S11A8			16603578	KIRKBY MALZEARD CHURCH OF ENGLAND PRIMARY SCHOOL		[54.1661495,-1.6416325]	
2X5S11FQ			16603002	1 MASHAM CHURCH OF ENGLAND PRIMARY SCHOOL		[54.2219984,-1.6547229]	
2X5S11GM			16603134	SHAROW PAROCHIAL SCHOOL		[54.1438389,-1.5013116]	
2X5S11XN			16602354	FOREST SCHOOL		[54.0120557,-1.4539182]	
2X5S11YK			16602391	KNARESBOROUGH ST JOHNS CHURCH OF ENGLAND PRIMARY SCHOOL		[54.0103264,-1.4630963]	
2X5S129T			16602320	KING JAMES SCHOOL		[54.005086,-1.4609667]	
2X5S14ZB			45901387	ALDBROUGH PRIMARY SCHOOL		[53.8284325,-0.1112242]	
2X5S15QK			45902986	SOUTH HOLDERNESS TECHNOLOGY COLLEGE		[53.7518532,-0.1959583]	
2X5S165D			45903214	PAULL PRIMARY SCHOOL		[53.7211585,-0.2348445]	
2X5S165M			45901624	HEDON SCHOOL		[53.7413944,-0.2016529]	
2X5S165N			45901562	HEDON INMANS SCHOOL		[53.7388494,-0.1888817]	
2X5S165P			45902986	PRESTON COUNTY PRIMARY SCHOOL		[53.7534443,-0.1965575]	
2X5S16P1			45900683	BURTON PIDSEA PRIMARY SCHOOL		[53.7623532,-0.1016747]	
2X5S16P4			45904185	THORNGUMBALD PRIMARY SCHOOL		[53.7191538,-0.1748219]	
2X5S16QF			45901586	HESSLE MOUNT SCHOOL		[53.7305256,-0.4508794]	
2X5S16SK			45903841	BRIDGEVIEW SCHOOL		[53.7230443,-0.4451525]	
2X5S16SN			45901388	HESSLE HIGH SCHOOL AND SIXTH FORM COLLEGE		[53.725281,-0.4526638]	
2X5S17DB			45904693	SWANLAND PRIMARY SCHOOL		[53.7375125,-0.4904674]	
2X5S17KM			45900958	41 SOUTH HUNSLEY SCHOOL AND SIXTH FORM COLLEGE		[53.7281858,-0.5371251]	
2X5S18EC			45904031	NEWPORT COUNTY PRIMARY SCHOOL		[53.7608384,-0.7038591]	
2X5S18Q1			45902688	GILBERDYKE COUNTY PRIMARY SCHOOL		[53.7528595,-0.73785]	
2X5S193S			45904633	COTTINGHAM HIGH SCHOOL AND SIXTH FORM COLLEGE		[53.7890441,-0.4320882]	
2X5S19C5			45904781	WESTFIELD COUNTY PRIMARY SCHOOL		[53.7807305,-0.4259931]	
2X5S1ABX			45903692	LONGCROFT SCHOOL		[53.8507612,-0.4480275]	
2X5S1ABZ			45902919	MOLESCROFT COUNTY PRIMARY SCHOOL		[53.852546,-0.4421692]	
2X5S1ANA			45901859	CHERRY BURTON C OF E VC PRIMARY SCHOOL		[53.865245,-0.4955327]	
